date, pm25, pm10, o3, no2, so2, co
2022/4/21, 28, 36, 7, 7, 17, 1
2022/4/22, 35, 34, 4, 6, 16, 1
2022/4/23, 29, 30, 3, 4, 16, 1
2022/4/24, 27, 28, 3, 4, 16, 1
2022/4/25, 27, 31, 5, 5, 16, 
2022/4/26, 30, 33, 5, 7, 16, 1
2022/4/27, 31, 23, 3, 4, 16, 1
2022/4/28, 21, 20, 4, 3, 15, 2
2022/4/29, 13, 21, 3, 3, 15, 1
2022/4/30, 14, 8, 10, 3, 15, 1
2022/5/1, 5, 18, 10, 4, 15, 1
2022/5/2, 14, 22, 15, 6, 16, 1
2022/5/3, 15, 35, 15, 8, 16, 1
2022/5/4, 23, 40, 14, 13, 20, 1
2022/5/5, 31, 32, 8, 10, 17, 1
2022/5/6, 26, 20, 2, 9, 16, 1
2022/5/7, 19, 10, 6, 7, 16, 1
2022/5/8, 9, 21, 5, 6, 16, 1
2022/5/9, 21, 18, 2, 6, 17, 1
2022/5/10, 16, 25, 7, 7, 17, 1
2022/5/11, 18, 32, 1, 10, 17, 1
2022/5/12, 25, 25, 4, 9, 18, 2
2022/5/13, 21, 18, 7, 5, 17, 2
2022/5/14, 7, 20, 4, 4, 18, 2
2022/5/15, 11, 9, 7, 4, 17, 1
2022/5/16, 3, 18, 11, 6, 17, 1
2022/5/17, 9, 28, 11, 9, 18, 2
2022/5/18, 15, 33, 8, 8, 18, 1
2022/5/19, 24, 31, 7, 8, 19, 1
2022/5/20, 23, 29, 12, 8, 18, 2
2022/5/21, 25, 18, 7, 7, 18, 1
2022/5/22, 17, 15, 4, 7, 18, 1
2022/5/23, 12, 18, 4, 6, 18, 1
2022/5/24, 14, 25, 4, 7, 18, 1
2022/5/25, 19, 38, 4, 8, 17, 1
2022/5/26, 24, 38, 7, 8, 18, 1
2022/5/27, 27, 34, 6, 6, 18, 1
2022/5/28, 27, 32, 7, 6, 18, 1
2022/5/29, 26, 36, 5, 7, 18, 1
2022/5/30, 27, 27, 3, 7, 18, 1
2022/5/31, 19, 34, 6, 6, 18, 1
2022/6/1, 25, 38, 8, 4, 17, 1
2022/6/2, 31, 30, 11, 6, 17, 1
2022/6/3, 22, 34, 11, 5, 18, 1
2022/6/4, 24, 42, 9, 6, 18, 1
2022/6/5, 26, 25, 2, 5, 18, 1
2022/6/6, 13, 19, 2, 5, 18, 1
2022/6/7, 13, 21, 3, 4, 18, 1
2022/6/8, 14, 25, 11, 5, 18, 1
2022/6/9, 10, 37, 12, 6, 17, 1
2022/6/10, 24, 30, 2, 6, 18, 1
2022/6/11, 19, 31, , 6, 18, 1
2022/6/12, 22, 30, , 7, 18, 1
2022/6/13, 20, 19, , 4, 18, 1
2022/6/14, 10, 23, , 6, 18, 2
2022/6/15, 12, 21, 7, 5, 18, 1
2022/6/16, 14, 26, 9, 4, 19, 1
2022/6/17, 15, 26, 11, 5, 19, 1
2022/6/18, 17, 26, 11, 5, 19, 1
2022/6/19, 15, 25, 10, 5, 20, 1
2022/6/20, 16, 31, 11, 6, 20, 1
2022/6/21, 21, 22, 8, 5, 19, 1
2022/6/22, 20, 18, 8, 4, 19, 1
2022/6/23, 16, 19, 6, 3, 19, 1
2022/6/24, 15, 18, 6, 4, 19, 1
2022/6/25, 12, 29, 8, 5, 19, 1
2022/6/26, 23, 20, 8, 5, 19, 1
2022/6/27, 15, 25, 10, 6, 19, 1
2022/6/28, 18, 30, 7, 6, 13, 1
2022/6/29, 19, 18, 6, 5, 12, 1
2022/6/30, 12, 16, 7, 5, 12, 1
2021/10/1, 10, 19, 1, 2, 6, 
2021/10/2, 13, 20, , 2, 3, 
2021/10/3, 15, 17, , 1, , 
2021/10/4, 12, 22, , 2, , 
2021/10/5, 17, 28, , 2, , 
2021/10/6, 22, 22, , 2, , 
2021/10/7, 17, 19, , 3, 5, 
2021/10/8, 17, 5, , 3, 4, 
2021/10/9, 5, 4, , 1, 4, 
2021/10/10, 4, 6, , 1, 4, 
2021/10/11, 5, 7, 2, 2, 4, 
2021/10/12, 4, 6, 2, 2, 4, 
2021/10/13, 3, 2, 1, 2, 4, 
2021/10/14, 1, 3, 1, 1, 4, 
2021/10/15, 1, 4, , 2, , 
2021/10/16, 2, 4, , 3, , 
2021/10/17, 2, 3, , 1, , 
2021/10/18, 2, 10, 3, 1, 5, 
2021/10/19, 9, 19, 4, 2, 5, 
2021/10/20, 17, 9, 3, 1, 5, 
2021/10/21, 7, 6, 9, 1, 13, 1
2021/10/22, 4, 13, 9, 3, 13, 1
2021/10/23, 9, 15, 10, 2, 13, 1
2021/10/24, 11, 26, 13, 5, 14, 2
2021/10/25, 19, 34, 16, 6, 15, 2
2021/10/26, 28, 31, 15, 4, 14, 2
2021/10/27, 28, 17, 7, 3, 14, 2
2021/10/28, 17, 22, 15, 3, 13, 2
2021/10/29, 27, 7, 4, 2, 20, 3
2021/10/30, 5, 11, 2, 3, 25, 4
2021/10/31, 12, 16, 1, 3, 25, 4
2021/11/1, 15, 14, 2, 3, 25, 4
2021/11/2, 13, 21, 2, 6, 29, 4
2021/11/3, 21, 23, 4, 5, 27, 3
2021/11/4, 21, 21, 2, 5, 25, 3
2021/11/5, 19, 18, 2, 3, 25, 3
2021/11/6, 16, , , , , 
2021/7/1, 12, 18, 14, 2, 5, 3
2021/7/2, 14, 17, 19, 4, 4, 3
2021/7/3, 13, 17, 10, 5, 3, 3
2021/7/4, 15, 20, 11, 3, 4, 3
2021/7/5, 18, 16, 6, 2, 4, 3
2021/7/6, 13, 13, 11, 1, 3, 3
2021/7/7, 12, 7, 6, 4, 4, 3
2021/7/8, 8, 6, 9, 3, 3, 3
2021/7/9, 6, 9, 10, 3, 4, 3
2021/7/10, 8, 6, 8, 1, 3, 3
2021/7/11, 5, 5, 7, 1, 3, 3
2021/7/12, 4, 6, 6, 1, 2, 3
2021/7/13, 6, 7, 6, 1, 3, 3
2021/7/14, 7, 7, 5, 2, 2, 2
2021/7/15, 7, 7, 7, 1, 2, 2
2021/7/16, 5, 6, 8, 1, 2, 3
2021/7/17, 5, 12, 9, 3, , 3
2021/7/18, 9, 13, 13, 3, , 3
2021/7/19, 9, 11, 69, 4, 7, 3
2021/7/20, 10, 10, 18, 4, 3, 4
2021/7/21, 9, 14, 6, 6, 3, 4
2021/7/22, 19, 10, 6, 4, 2, 4
2021/7/23, 11, 14, 16, 2, 2, 6
2021/7/24, 10, 11, 14, 2, 2, 6
2021/7/25, 9, 13, 20, 3, 2, 6
2021/7/26, 11, 14, 21, 3, 2, 4
2021/7/27, 13, 10, 8, 3, 2, 3
2021/7/28, 11, 18, 9, 10, 2, 3
2021/7/29, 18, 13, 24, 4, 2, 3
2021/7/30, 12, 15, 16, 4, 1, 3
2021/7/31, 12, 6, 12, 2, 2, 3
2021/8/1, 5, 12, 19, 2, 2, 3
2021/8/2, 14, 7, 22, 5, 2, 6
2021/8/3, 9, 9, 44, 2, 2, 11
2021/8/4, 11, 11, 35, 5, 2, 22
2021/8/5, 15, 10, 16, 6, 4, 14
2021/8/6, 13, 11, 28, 3, 4, 3
2021/8/7, 12, 11, 12, 3, 4, 2
2021/8/8, 12, 9, 4, 4, 3, 2
2021/8/9, 10, 5, , 6, 3, 2
2021/8/10, 6, 6, , 5, 3, 2
2021/8/11, 6, 5, 5, 4, 4, 2
2021/8/12, 7, 8, 7, 2, 8, 2
2021/8/13, 8, 7, 7, 3, 9, 2
2021/8/14, 9, 6, 4, 3, 10, 2
2021/8/15, 7, 7, 2, 5, 10, 2
2021/8/16, 7, 7, 9, 4, 10, 2
2021/8/17, 7, 6, 9, 2, 10, 2
2021/8/18, 6, 8, 9, 3, 10, 2
2021/8/19, 8, 6, 7, 3, 10, 2
2021/8/20, 7, 5, 7, 1, 10, 2
2021/8/21, 5, 8, 8, 2, 10, 2
2021/8/22, 8, 6, 7, 4, 11, 2
2021/8/23, 7, 7, 7, 7, 11, 1
2021/8/24, 8, 7, 8, 3, 11, 1
2021/8/25, 8, 5, 7, 4, 11, 1
2021/8/26, 5, 6, 4, 4, 12, 1
2021/8/27, 6, 4, 5, 3, 12, 1
2021/8/28, 4, 5, 9, 1, 12, 1
2021/8/29, 5, 6, 4, 3, 12, 1
2021/8/30, 6, 5, 6, 2, 12, 1
2021/8/31, 5, 6, 7, 3, 12, 1
2021/9/1, 6, 7, 5, 5, 13, 1
2021/9/2, 7, 9, 8, 4, 13, 1
2021/9/3, 9, 5, 10, 4, 12, 1
2021/9/4, 5, 5, 6, 5, 13, 1
2021/9/5, 5, 7, 7, 3, 12, 1
2021/9/6, 6, 6, 11, 2, 12, 1
2021/9/7, 6, 4, 8, 1, 13, 1
2021/9/8, 4, 5, 10, 1, 13, 1
2021/9/9, 5, 6, 6, 1, 22, 1
2021/9/10, 6, 12, 6, 2, 13, 1
2021/9/11, 16, 8, 16, 3, 14, 1
2021/9/12, 9, 7, 4, 2, 12, 2
2021/9/13, 8, 5, 2, 1, 13, 1
2021/9/14, 5, 5, 3, 1, 14, 1
2021/9/15, 4, 7, 2, 1, 14, 1
2021/9/16, 7, 8, 2, 1, 15, 1
2021/9/17, 7, 8, 2, 1, 16, 1
2021/9/18, 7, 11, 2, 2, 14, 1
2021/9/19, 11, 9, 2, 2, 14, 1
2021/9/20, 8, 9, 2, 2, 14, 1
2021/9/21, 9, 6, 1, 1, 15, 2
2021/9/22, 5, 7, 2, 2, 15, 1
2021/9/23, 5, 6, 2, 1, 16, 1
2021/9/24, 5, 4, 1, 2, 14, 1
2021/9/25, 5, 7, 2, 2, 14, 1
2021/9/26, 7, 9, 1, 3, 15, 1
2021/9/27, 8, 17, 4, 3, 17, 2
2021/9/28, 14, 20, 4, 2, 22, 3
2021/9/29, 16, 19, 1, , 1, 
2021/9/30, 13, 15, 1, 1, 6, 
2021/4/1, 16, 12, 2, 12, 26, 1
2021/4/2, 13, 12, 2, 11, 25, 1
2021/4/3, 12, 8, 2, 9, 25, 2
2021/4/4, 7, 16, 2, 13, 24, 2
2021/4/5, 19, 15, 2, 16, 26, 3
2021/4/6, 17, 12, 2, 16, 23, 3
2021/4/7, 13, 10, 10, 7, 23, 2
2021/4/8, 10, 8, 17, 5, 24, 3
2021/4/9, 8, 14, 17, 15, 25, 3
2021/4/10, 18, 12, 15, 19, 24, 2
2021/4/11, 15, 10, 12, 10, 23, 2
2021/4/12, 12, 10, 11, 10, 23, 2
2021/4/13, 11, 8, 10, 9, 22, 1
2021/4/14, 9, 13, 6, 10, 23, 2
2021/4/15, 12, 8, 1, 16, 23, 1
2021/4/16, 9, 2, 3, 4, 22, 16
2021/4/17, 2, 7, 10, 18, 23, 16
2021/4/18, 8, 9, 10, 14, 22, 15
2021/4/19, 10, 11, 12, 5, 21, 15
2021/4/20, 12, 12, 10, 11, 21, 15
2021/4/21, 15, 10, 11, 7, 21, 15
2021/4/22, 12, 10, 12, 8, 19, 15
2021/4/23, 12, 11, 10, 10, 19, 15
2021/4/24, 13, 9, 7, 16, , 15
2021/4/25, 10, 6, 15, 11, 24, 14
2021/4/26, 5, 6, 4, 10, 9, 15
2021/4/27, 5, 6, 1, 15, 4, 16
2021/4/28, 5, 3, 2, 18, 4, 16
2021/4/29, 2, , , , , 
2021/5/4, 9, 7, 2, 13, 5, 14
2021/5/5, 6, 7, 13, 10, 11, 15
2021/5/6, 7, 6, 9, 5, 13, 15
2021/5/7, 6, 5, 9, 4, 13, 15
2021/5/8, 5, 7, 9, 4, 13, 15
2021/5/9, 7, 8, 10, 4, 12, 15
2021/5/10, 9, 10, 15, 3, 13, 15
2021/5/11, 11, 10, 13, 5, 13, 15
2021/5/12, 12, 7, 11, 10, 13, 8
2021/5/13, 7, 7, 7, 5, , 1
2021/5/14, 7, 8, 8, 2, , 1
2021/5/15, 9, 9, 11, 2, , 1
2021/5/16, 11, 8, 7, 4, , 1
2021/5/17, 9, 8, 8, 3, , 1
2021/5/18, 9, 8, 13, 2, , 1
2021/5/19, 10, 11, 18, 4, , 1
2021/5/20, 13, 12, 10, 7, 6, 1
2021/5/21, 15, 10, 3, 7, , 1
2021/5/22, 12, 9, 2, 12, , 1
2021/5/23, 8, 5, 2, 13, 1, 1
2021/5/24, 4, 7, 7, 7, 1, 1
2021/5/25, 7, 9, 5, 9, 1, 1
2021/5/26, 10, 9, 2, 3, 1, 1
2021/5/27, 9, 9, 2, 3, 1, 1
2021/5/28, 10, 11, 2, 6, 1, 1
2021/5/29, 14, 14, 3, 8, 1, 1
2021/5/30, 17, 14, 4, 9, 1, 1
2021/5/31, 15, 18, 4, 12, 5, 1
2021/6/1, 19, 19, 3, 15, 2, 1
2021/6/2, 25, 17, 3, 14, 1, 1
2021/6/3, 21, 18, 4, 18, 1, 1
2021/6/4, 18, 36, 21, 22, 1, 6
2021/6/5, 28, 18, 24, 14, 1, 5
2021/6/6, 24, 15, 24, 11, 1, 4
2021/6/7, 18, 9, 12, 13, , 4
2021/6/8, 12, 6, 5, 13, , 4
2021/6/9, 8, 10, 8, 16, 3, 4
2021/6/10, 10, 6, 11, 5, 2, 4
2021/6/11, 6, 6, 16, 5, 2, 
2021/6/12, 7, , , , , 
2021/6/15, 12, 15, 3, 6, 3, 3
2021/6/16, 17, 14, 6, 4, 3, 3
2021/6/17, 14, 17, 12, 5, 3, 3
2021/6/18, 16, 17, 19, 5, 4, 3
2021/6/19, 16, 19, 21, 5, 4, 3
2021/6/20, 18, 24, 22, 5, 5, 3
2021/6/21, 23, 31, 10, 8, 3, 3
2021/6/22, 33, 19, 10, 4, 5, 4
2021/6/23, 19, 16, 4, 4, 4, 3
2021/6/24, 15, 17, 4, 8, 4, 3
2021/6/25, 16, 13, 10, 2, 4, 3
2021/6/26, 13, 14, 12, 1, 3, 3
2021/6/27, 14, 13, 12, 2, 3, 3
2021/6/28, 12, 11, 11, 2, 3, 3
2021/6/29, 11, 11, 9, 1, 3, 3
2021/6/30, 11, 11, 10, 2, 3, 3
2021/1/4, 30, 96, 33, 18, 29, 
2021/1/5, 30, 87, 31, 18, 29, 
2021/1/6, 30, 68, 28, 12, 28, 
2021/1/7, 30, 68, 17, 7, 28, 
2021/1/8, 30, 68, 20, 7, 30, 
2021/1/9, 31, 68, 22, 11, 29, 
2021/1/10, 31, 69, 26, 7, 28, 
2021/1/11, 31, 68, 30, 13, 31, 
2021/1/12, 31, 68, 34, 28, 31, 
2021/1/13, 31, 68, 46, 25, 30, 
2021/1/14, 31, 68, 21, 37, 29, 
2021/1/15, 31, 69, 33, 23, 29, 
2021/1/16, 31, 69, 30, 14, 29, 
2021/1/17, 31, 68, 30, 19, 30, 
2021/1/18, 31, 68, 39, 30, 31, 
2021/1/19, 31, 68, 39, 25, 30, 
2021/1/20, 31, 69, 21, 17, 29, 
2021/1/21, 32, 69, 22, 34, 33, 
2021/1/22, 31, 69, 45, 23, 30, 
2021/1/23, 31, 69, 41, 19, 29, 
2021/1/24, 31, 69, 23, 29, 30, 
2021/1/25, 31, 69, 23, 22, 30, 
2021/1/26, 31, 68, 26, 18, 31, 
2021/1/27, 31, 69, 25, 11, 29, 
2021/1/28, 31, 69, 26, 23, 30, 
2021/1/29, 31, 69, 37, 17, 30, 
2021/1/30, 31, 68, 33, 16, 31, 
2021/1/31, 31, 68, 23, 22, 31, 
2021/2/1, 31, 69, 26, 20, 31, 
2021/2/2, 31, 69, 28, 16, 30, 
2021/2/3, 31, 218, 26, 24, 30, 
2021/2/4, 32, 6, 31, 22, 30, 
2021/2/5, 7, 4, 31, 16, 31, 
2021/2/6, 5, 4, 27, 19, 31, 
2021/2/7, 5, 6, 36, 19, 30, 
2021/2/8, 6, 2, 29, 6, 29, 
2021/2/9, 2, 1, 32, 8, 28, 
2021/2/10, 1, 1, 40, 11, 30, 
2021/2/11, 1, 1, 32, 17, 31, 
2021/2/12, 1, 1, 43, 19, 30, 
2021/2/13, 1, 1, 13, 13, 30, 
2021/2/14, 1, 1, , 18, 30, 
2021/2/15, 1, 1, , 13, 30, 
2021/2/16, 1, 2, , 9, 29, 
2021/2/17, 2, 2, , 15, 30, 
2021/2/18, 2, 2, 39, 14, 30, 
2021/2/19, 3, 2, 43, 21, 32, 
2021/2/20, 2, 1, 37, 10, 29, 
2021/2/21, 1, 1, 33, 7, 29, 
2021/2/22, 1, 1, 34, 9, 29, 
2021/2/23, 1, 1, 27, 9, 29, 
2021/2/24, 1, 2, 19, 16, 29, 
2021/2/25, 2, 2, 17, 21, 32, 
2021/2/26, 2, 1, 9, 11, 29, 
2021/2/27, 1, 1, 5, 20, 30, 
2021/2/28, 1, 8, 14, 15, 29, 
2021/3/1, 7, 1, 14, 10, 29, 
2021/3/2, 2, 1, 12, 7, 29, 
2021/3/4, 7, 6, 10, 26, 30, 
2021/3/5, 7, 7, 21, 7, 29, 
2021/3/6, 7, 9, 26, 10, 32, 
2021/3/7, 9, 10, 16, 22, 32, 
2021/3/8, 11, 12, 22, 21, 31, 
2021/3/9, 14, 13, 23, 14, 30, 
2021/3/10, 15, 12, 22, 10, 29, 
2021/3/11, 14, 16, 16, 21, 31, 
2021/3/12, 18, 12, 30, 12, 30, 
2021/3/13, 14, 12, 26, 18, 30, 
2021/3/14, 13, 15, 24, 22, 30, 
2021/3/15, 16, 13, 21, 18, 29, 
2021/3/16, 14, 10, 24, 11, 29, 
2021/3/17, 12, 11, 20, 8, 29, 
2021/3/18, 12, 10, 4, 13, 29, 
2021/3/19, 10, 7, 1, 13, 30, 
2021/3/20, 8, 5, 1, 17, 29, 
2021/3/21, 4, 25, 1, 21, 30, 3
2021/3/22, 29, 46, 1, 32, 30, 3
2021/3/23, 50, 40, 1, 37, 31, 4
2021/3/24, 43, 31, 1, 36, 31, 4
2021/3/25, 39, 11, 3, 20, 42, 10
2021/3/26, 13, 10, 3, 15, 49, 2
2021/3/27, 11, 10, 2, 16, 37, 2
2021/3/28, 11, 7, 2, 17, 32, 2
2021/3/29, 8, 13, 2, 15, 29, 2
2021/3/30, 15, 13, 2, 15, 27, 1
2021/3/31, 15, 14, 2, 13, 26, 1
2020/10/1, 11, 4, 22, 4, 30, 
2020/10/2, 6, 7, 5, 10, 29, 
2020/10/3, 9, 8, 8, 9, 29, 
2020/10/4, 10, 10, 26, 4, 28, 
2020/10/5, 11, 7, 19, 2, 29, 
2020/10/6, 9, 4, 21, 2, 30, 
2020/10/7, 5, 3, 21, 1, 30, 
2020/10/8, 4, 3, 20, 1, 31, 
2020/10/9, 3, 4, 22, 2, 31, 
2020/10/10, 5, 6, 23, 2, 31, 
2020/10/11, 8, 7, 32, 3, 31, 
2020/10/12, 9, 6, 30, 2, 31, 
2020/10/13, 9, 1, 22, 2, 39, 
2020/10/14, 1, 2, 23, 3, 33, 
2020/10/15, 3, 5, 25, 2, 32, 
2020/10/16, 9, 3, 22, 1, 31, 
2020/10/17, 3, 3, 23, 1, 31, 
2020/10/18, 3, 2, 21, 1, 29, 
2020/10/19, 3, 4, 25, 1, 28, 
2020/10/20, 5, 8, 25, 2, 28, 
2020/10/21, 7, 11, 30, 4, 28, 
2020/10/22, 12, 20, 33, 7, 28, 
2020/10/23, 23, 32, 36, 9, 29, 
2020/10/24, 39, 16, 32, 5, 28, 
2020/10/25, 23, 9, 24, 6, 28, 
2020/10/26, 14, 13, 25, 15, 28, 
2020/10/27, 19, 8, 30, 4, 28, 
2020/10/28, 12, 2, 25, 3, 28, 
2020/10/29, 2, 3, 15, 6, 28, 
2020/10/30, 4, 7, 28, 5, 29, 
2020/10/31, 10, 11, 29, 9, 28, 
2020/11/1, 18, 8, 17, 7, 28, 
2020/11/2, 12, 4, 23, 4, 28, 
2020/11/3, 5, 13, 22, 4, 28, 
2020/11/4, 20, 17, 37, 7, 29, 
2020/11/5, 22, 20, 23, 11, 29, 
2020/11/6, 29, 6, , 3, 28, 
2020/11/7, 9, 9, 2, 5, 28, 
2020/11/8, 13, 12, 37, 6, 28, 
2020/11/9, 16, 17, 38, 8, 28, 
2020/11/10, 21, 17, 36, 8, 28, 
2020/11/11, 21, 19, 47, 14, 29, 
2020/11/12, 24, 15, 38, 9, 28, 
2020/11/13, 18, 9, 35, 8, 28, 
2020/11/14, 12, 4, 28, 6, 28, 
2020/11/15, 5, 7, 32, 7, 28, 
2020/11/16, 12, 15, 22, 19, 29, 
2020/11/17, 24, 10, 18, 13, 28, 
2020/11/18, 15, 9, 13, 12, 28, 
2020/11/19, 13, 8, 16, 10, 28, 
2020/11/20, 10, 7, 16, 11, 28, 
2020/11/21, 9, 8, 16, 12, 28, 
2020/11/22, 11, 9, 34, 6, 28, 
2020/11/23, 13, 14, 31, 9, 28, 
2020/11/24, 23, 15, 22, 17, 28, 
2020/11/25, 22, 10, 34, 8, 28, 
2020/11/26, 14, 12, 32, 9, 28, 
2020/11/27, 18, 6, 25, 7, 28, 
2020/11/28, 8, 5, 21, 6, 28, 
2020/11/29, 6, 8, 25, 10, 29, 
2020/11/30, 10, 10, 25, 8, 28, 
2020/12/1, 14, 10, 28, 10, 29, 
2020/12/2, 13, 9, 24, 8, 28, 
2020/12/3, 13, 4, 23, 5, 28, 
2020/12/4, 5, 8, 23, 13, 29, 
2020/12/5, 8, 9, 28, 19, 31, 
2020/12/6, 11, 11, 31, 13, 28, 
2020/12/7, 15, 10, 22, 11, 27, 
2020/12/8, 15, 16, 19, 24, 33, 
2020/12/9, 21, 18, 36, 20, 30, 
2020/12/10, 25, 42, 40, 19, 31, 
2020/12/11, 25, 96, 36, 18, 30, 
2020/12/12, 30, 96, 30, 23, 28, 
2020/12/13, 30, 96, 17, 14, 27, 
2020/12/14, 30, 96, 11, , 28, 
2020/12/15, 30, 96, 14, 30, 28, 
2020/12/16, 30, 96, 14, 30, 28, 
2020/12/17, 30, 96, 16, 29, 28, 
2020/12/18, 30, 97, 24, 30, 28, 
2020/12/19, 31, 97, 30, 31, 28, 
2020/12/20, 30, 96, 33, 32, 28, 
2020/12/21, 30, 96, 28, 34, 30, 
2020/12/22, 30, 96, 28, 14, 28, 
2020/12/23, 30, 96, 16, 25, 29, 
2020/12/24, 30, 95, 22, 25, 30, 
2020/12/25, 29, 96, 14, 17, 29, 
2020/12/26, 30, 96, 17, 17, 28, 
2020/12/27, 30, 96, 21, 20, 29, 
2020/12/28, 30, 96, 10, 16, 31, 
2020/12/29, 30, 96, 29, 8, 28, 
2020/12/30, 30, 96, 29, 13, 29, 
2020/12/31, 30, 96, 28, 17, 29, 
2021/1/1, 30, 96, 32, 21, 29, 
2021/1/2, 30, 96, 31, 15, 29, 
2021/1/3, 30, 96, 31, 21, 30, 
2020/7/1, 8, 6, 23, 9, 28, 4
2020/7/2, 7, 5, 12, 14, 29, 3
2020/7/3, 6, 4, 20, 10, 28, 1
2020/7/4, 6, 5, 22, 5, 28, 1
2020/7/5, 7, 7, 22, 3, 28, 
2020/7/6, 10, 10, 21, 4, 28, 173
2020/7/7, 14, 7, 31, 5, 28, 
2020/7/8, 10, 7, 39, 6, 28, 
2020/7/9, 9, 8, 37, 6, 31, 
2020/7/10, 10, 8, 28, 10, 28, 
2020/7/11, 11, 7, 33, 6, 28, 
2020/7/12, 11, 7, 28, 5, 28, 
2020/7/13, 9, 12, 27, 7, 27, 
2020/7/14, 17, 5, 26, 3, 28, 
2020/7/15, 7, 8, 26, 6, 28, 
2020/7/16, 11, 7, 27, 4, 28, 
2020/7/17, 11, 8, 27, 3, 28, 
2020/7/18, 12, 9, 29, 3, 28, 
2020/7/19, 14, 9, 21, 3, 28, 
2020/7/20, 15, 5, 14, 2, 27, 
2020/7/21, 9, 5, 18, 4, 28, 
2020/7/22, 6, 6, 18, 5, 28, 
2020/7/23, 6, 5, 20, 5, 28, 
2020/7/24, 6, 4, 20, 4, 28, 
2020/7/25, 5, 7, 21, 5, 28, 
2020/7/26, 9, 8, 18, 9, 28, 
2020/7/27, 10, 8, 29, 14, 28, 
2020/7/28, 11, 9, 29, 11, 27, 
2020/7/29, 10, 9, 24, 14, 28, 
2020/7/30, 10, 6, 24, 6, 28, 
2020/7/31, 7, 3, 19, 3, 28, 
2020/8/1, 4, 5, 15, 7, 29, 
2020/8/2, 7, 5, 12, 12, 29, 
2020/8/3, 6, 3, 10, 7, 26, 
2020/8/4, 4, 4, 10, 10, 29, 
2020/8/5, 4, 5, 8, 17, 28, 
2020/8/6, 7, 6, 10, 8, 28, 
2020/8/7, 8, 5, 15, 5, 28, 
2020/8/8, 6, 5, 16, 4, 28, 
2020/8/9, 6, 6, 27, 6, 28, 
2020/8/10, 7, 5, 26, 6, 28, 
2020/8/11, 6, 5, 23, 4, 28, 
2020/8/12, 7, 6, 13, 18, 28, 
2020/8/13, 7, 5, 13, 11, 28, 
2020/8/14, 6, 9, 7, 17, 31, 
2020/8/15, 11, 9, 17, 13, 28, 
2020/8/16, 13, 4, 15, 8, 29, 
2020/8/17, 6, 3, 12, 5, 28, 
2020/8/18, 4, 4, , 3, 25, 
2020/8/19, 5, 7, 5, 12, 29, 
2020/8/20, 9, 5, 16, 6, 30, 
2020/8/21, 7, 6, 13, 7, 28, 
2020/8/22, 7, 6, 16, 6, 29, 
2020/8/23, 7, 6, 17, 4, 28, 
2020/8/24, 8, 9, 36, 11, 28, 
2020/8/25, 11, 12, 25, 13, 28, 
2020/8/26, 16, 11, 34, 13, 28, 
2020/8/27, 13, 11, 21, 13, 28, 
2020/8/28, 13, 13, 21, 18, 28, 
2020/8/29, 16, 9, 30, 9, 28, 
2020/8/30, 10, 10, 34, 8, 28, 
2020/8/31, 12, 9, 39, 5, 29, 
2020/9/1, 12, 11, 38, 14, 28, 
2020/9/2, 14, 14, 41, 16, 29, 
2020/9/3, 19, 9, 19, 9, 29, 
2020/9/4, 11, 8, 13, 10, 28, 
2020/9/5, 9, , , , , 
2020/9/7, 7, 7, 11, 10, 28, 
2020/9/8, 9, 8, 11, 15, 28, 
2020/9/9, 10, 9, 9, 16, 28, 
2020/9/10, 12, 10, 10, 14, 29, 
2020/9/11, 13, 9, 9, 13, 29, 
2020/9/12, 12, 8, 4, 6, 28, 
2020/9/13, 9, 7, 15, 6, 29, 
2020/9/14, 9, 8, 9, 10, 28, 
2020/9/15, 10, 7, 12, 8, 29, 
2020/9/16, 9, 9, 17, 7, 31, 
2020/9/17, 10, 3, 19, 3, 37, 
2020/9/18, 4, 3, 14, 3, 28, 
2020/9/19, 4, 5, 7, 7, 27, 
2020/9/20, 7, 8, 12, 10, 28, 
2020/9/21, 11, 6, 7, 12, 30, 
2020/9/22, 8, 6, 6, 12, 29, 
2020/9/23, 7, 6, 17, 4, 28, 
2020/9/24, 7, 8, 26, 7, 28, 
2020/9/25, 10, 7, 15, 8, 28, 
2020/9/26, 9, 7, 19, 6, 28, 
2020/9/27, 8, 6, 20, 4, 28, 
2020/9/28, 7, 7, 20, 7, 32, 
2020/9/29, 9, 7, 11, 9, 28, 
2020/9/30, 9, 7, 12, 7, 28, 
2020/6/21, 13, 9, 34, 11, 28, 4
2020/6/22, 12, 8, 29, 10, 28, 5
2020/6/23, 11, 8, 34, 10, 28, 4
2020/6/24, 10, 16, 27, 10, 28, 5
2020/6/25, 15, 7, 32, 5, 28, 4
2020/6/26, 9, 6, 29, 4, 28, 4
2020/6/27, 9, 8, 24, 5, 28, 4
2020/6/28, 13, 6, 25, 5, 28, 4
2020/6/29, 9, 6, 28, 7, 28, 5
2020/6/30, 8, 6, 26, 9, 28, 4
2025/4/6, , 27, 11, 16, 3, 
2025/4/27, , 37, 7, 5, 3, 
2024/10/21, , 17, 26, 5, 4, 4
2024/11/20, , 4, 12, 5, 3, 6
2024/11/21, , 3, 18, 3, 2, 6
2024/11/27, , 4, 18, 1, 3, 5
2024/12/8, , 2, 21, 6, 1, 25
2024/12/9, , 4, 10, 11, 1, 19
2024/12/15, , 3, 16, 8, 2, 12
