date, pm25, pm10, o3, no2, so2, co
2023/9/28, , , , 1, 16, 3
2023/9/29, , , , 1, , 4
2025/8/19, , , , , 406, 
2024/1/2, , , , , 22, 3
2024/1/3, , , , , 36, 5
2023/11/2, , , , , 18, 3
2023/11/3, , , , , 17, 3
2023/11/4, , , , , 17, 2
2023/11/5, , , , , 17, 2
2023/11/6, , , , , 20, 3
2023/11/7, , , , , 19, 3
2023/11/8, , , , , 24, 4
2023/11/9, , , , , 20, 3
2023/11/10, , , , , 19, 2
2023/11/11, , , , , 19, 2
2023/11/12, , , , , 20, 3
2023/11/13, , , , , 21, 3
2023/11/14, , , , , 19, 2
2023/11/26, , , , , 22, 4
2023/9/21, , , , , 1, 
2023/9/25, , , , , 1, 1
2023/9/26, , , , , 12, 1
