date, pm25, pm10, o3, no2, so2, co
2020/7/20, 12, 5, 14, , 20, 6
2020/7/21, 8, 4, 16, 1, 19, 6
2020/7/22, 6, 5, 15, 2, 19, 6
2020/7/23, 6, 4, 16, 1, 20, 6
2020/7/24, 5, 3, 15, 1, 20, 6
2020/7/25, 5, 5, 16, 1, 20, 6
2020/7/26, 7, 13, 16, 5, 20, 7
2020/7/27, 10, 12, 20, 7, 20, 7
2020/7/28, 9, 7, 21, 4, 20, 7
2020/7/29, 6, 12, 17, 4, 20, 7
2020/7/30, 8, 13, 25, 13, 20, 7
2020/7/31, 10, 13, 21, 7, 20, 8
2020/8/1, 7, 3, 18, 8, 20, 8
2020/8/2, 5, 5, 15, 8, 20, 9
2020/8/3, 7, 4, 11, 9, 20, 9
2020/8/4, 5, 4, 12, 5, 20, 8
2020/8/5, 4, 7, 12, 5, 20, 8
2020/8/6, 8, 7, 14, 3, 19, 8
2020/8/7, 8, 12, 15, 2, 20, 7
2020/8/8, 8, 11, 18, 2, 20, 7
2020/8/9, 7, 9, 22, 2, 20, 7
2020/8/10, 8, 7, 20, 2, 20, 6
2020/8/11, 6, 7, 18, 1, 19, 6
2020/8/12, 7, 6, 15, 5, 20, 7
2020/8/13, 6, 6, 13, 6, 20, 7
2020/8/14, 5, 9, 11, 5, 20, 8
2020/8/15, 8, 10, 18, 2, 20, 7
2020/8/16, 9, 3, 16, 5, 20, 7
2020/8/17, 5, 2, 13, 6, 20, 8
2020/8/18, 3, 9, 13, 5, 20, 8
2020/8/19, 7, 11, 13, 5, 20, 8
2020/8/20, 8, 6, 19, 5, 20, 8
2020/8/21, 5, 9, 17, 6, 20, 8
2020/8/22, 7, 5, 17, 3, 20, 7
2020/8/23, 4, 5, 16, 2, 20, 7
2020/8/24, 5, 7, 24, 4, 20, 8
2020/8/25, 5, 12, 20, 6, 20, 9
2020/8/26, 10, 11, 37, 6, 20, 9
2020/8/27, 10, 9, 21, 3, 20, 7
2020/8/28, 6, 7, 20, 2, 20, 7
2020/8/29, 5, 12, 23, 4, 20, 6
2020/8/30, 8, 15, 36, 6, 20, 6
2020/8/31, 9, 20, 54, 9, 20, 8
2020/9/1, 13, 20, 69, 9, 20, 8
2020/9/2, 12, 14, 29, 4, 20, 8
2020/9/3, 5, 14, 26, 2, 20, 6
2020/9/4, 6, 14, 14, 4, 20, 6
2020/9/5, 4, 8, 25, 2, 20, 6
2020/9/6, 4, 20, 17, 7, 20, 7
2020/9/7, 5, 17, 16, 8, 20, 9
2020/9/8, 6, 20, 16, 10, 20, 7
2020/9/9, 6, 13, 17, 6, 20, 6
2020/9/10, 5, 16, 14, 6, 20, 7
2020/9/11, 5, 26, 8, 4, 20, 8
2020/9/12, 6, 17, 11, 4, 20, 6
2020/9/13, 4, 29, 14, 3, 20, 6
2020/9/14, 5, 25, 16, 4, 20, 7
2020/9/15, 5, 20, 16, 4, 20, 6
2020/9/16, 4, 40, 21, 5, 20, 7
2020/9/17, 7, 12, 25, 4, 20, 7
2020/9/18, 3, 7, 20, 4, 20, 7
2020/9/19, 3, 9, 14, 8, 20, 8
2020/9/20, 3, 14, 17, 5, 20, 7
2020/9/21, 3, 8, 16, 4, 20, 7
2020/9/22, 3, 10, 15, 5, 20, 8
2020/9/23, 3, 20, 23, 5, 20, 8
2020/9/24, 4, 21, 32, 7, 20, 8
2020/9/25, 6, 16, 20, 4, 20, 7
2020/9/26, 5, 17, 27, 4, 20, 7
2020/9/27, 5, 24, 28, 3, 20, 8
2020/9/28, 6, 19, 30, 7, 20, 8
2020/9/29, 6, 19, 18, 4, 20, 7
2020/9/30, 5, 19, 24, 3, 20, 9
2020/6/21, 16, 15, 25, 1, 19, 7
2020/6/22, 15, 16, 25, 2, 19, 7
2020/6/23, 15, 14, 26, 1, 19, 7
2020/6/24, 12, 13, 16, 2, 20, 7
2020/6/25, 12, 10, 25, 2, 20, 7
2020/6/26, 11, 11, 22, 1, 20, 7
2020/6/27, 14, 10, 18, 1, 19, 7
2020/6/28, 12, 8, 19, 1, 20, 7
2020/6/29, 10, 7, 21, 1, 20, 7
2020/6/30, 8, 8, 20, 1, 20, 7
2024/10/21, , 5, 3, 4, 6, 3
2024/8/16, , 1, 2, 1, 9, 4
2024/8/17, , 1, 2, , 9, 3
2024/8/19, , 1, 2, 1, 9, 3
2024/8/20, , 1, 2, 1, 9, 3
2024/8/21, , 1, 2, 1, 9, 3
2024/8/22, , 1, 2, 2, 9, 3
2024/8/23, , 1, 2, 1, 8, 3
2024/8/24, , 1, 2, 2, 8, 3
2024/8/25, , 1, 2, 2, 8, 3
2024/8/26, , 1, 2, 1, 8, 3
2024/8/27, , 1, 3, 1, 8, 3
2024/8/31, , 1, 2, 1, 9, 4
2024/9/1, , 1, 2, 1, 8, 3
2024/1/1, , 5, 13, 4, 5, 6
2024/1/7, , 6, 14, 2, 6, 6
2024/1/12, , 11, 10, 10, 7, 8
2024/1/24, , 22, 7, 9, 4, 8
2024/2/9, , 10, 7, 4, 11, 4
2023/10/9, , 24, 4, 6, , 5
2023/10/17, , 26, 7, 7, , 5
2023/11/11, , 13, 7, 10, 2, 1
2023/11/17, , 22, 12, 11, 54, 7
2023/11/22, , 1, 13, 7, 24, 6
2023/11/23, , 1, 17, 11, 24, 7
2023/11/24, , 1, 18, 11, 24, 6
2023/11/25, , 1, 16, 6, 24, 6
2023/11/26, , 1, 18, 10, 52, 7
2023/11/27, , 1, 19, 11, 55, 8
2023/11/28, , 1, 18, 11, 57, 7
2023/11/29, , 1, 10, 6, 62, 6
2023/11/30, , 1, 9, 2, 39, 6
2023/12/1, , 1, 8, 9, 13, 7
2023/12/2, , 1, 7, 10, 16, 7
2023/12/3, , 1, 6, 5, 18, 7
2023/12/4, , 13, 5, 6, 17, 7
2023/12/7, , 1, 17, 9, 13, 7
2023/12/8, , 1, 13, 7, 11, 6
2023/12/10, , 1, 8, 2, 11, 6
2023/12/11, , 1, 10, 4, 11, 5
2023/12/12, , 3, 17, 7, 11, 6
2023/12/22, , 5, 11, 13, 7, 8
2023/12/23, , 5, 14, 10, 7, 7
2023/12/24, , 5, 14, 10, 6, 8
2023/12/25, , 6, 5, 16, 6, 9
2023/7/31, , 1, 4, 10, 11, 8
2023/8/1, , 1, 7, 7, 11, 7
2023/8/2, , 1, 6, 5, 11, 7
2023/8/3, , 1, 6, 5, 11, 7
2023/8/4, , 1, 6, 4, 11, 7
2023/8/5, , 1, 7, 5, 11, 7
2023/8/6, , 1, 6, 4, 11, 7
2023/8/7, , 5, 8, 5, 11, 7
2023/8/13, , 1, 8, 5, 10, 5
2023/8/15, , 1, 8, 6, 10, 3
2023/8/16, , 1, 10, 6, 10, 3
2023/8/21, , 1, 8, 6, 10, 3
2023/8/22, , 6, 10, 8, 11, 1
2023/9/17, , 4, 7, , , 3
2023/4/26, , 28, 17, 4, 2, 4
2023/5/20, , 35, 11, 4, , 1
2023/6/5, , 27, 6, 9, 12, 3
2023/6/10, , 22, 10, 7, 11, 5
2023/6/22, , 28, 4, 10, 11, 4
2023/2/9, , 1, 5, 10, , 3
2022/10/6, , 1, 12, 10, 2, 3
2022/10/20, , 1, 22, 12, , 4
2022/10/25, , 1, 17, 8, 1, 2
2022/8/1, , 8, 13, 2, 1, 5
2022/8/30, , 1, 12, 10, , 1
2022/9/4, , 1, 22, 10, 3, 2
2022/9/10, , 1, 16, 6, , 1
2022/9/13, , 1, 24, 6, 4, 2
2022/9/18, , 1, 18, 5, 7, 1
2022/9/26, , 1, 18, 18, 4, 5
2022/9/29, , 1, 8, 5, 2, 3
2021/11/2, , 38, 5, 6, 13, 4
2021/5/16, , 3, 9, 2, 9, 2
2021/5/21, , 6, 10, 3, 1, 1
2020/6/20, , 14, 23, 1, 20, 7
2025/8/20, , , 1, 1, , 
2025/8/21, , , 1, , , 
2025/4/8, , , 4, 2, , 
2025/4/9, , , 6, , , 
2025/6/19, , , 3, 4, 7, 
2025/6/20, , , 14, 1, , 
2025/6/21, , , 10, 1, , 
2025/6/22, , , 10, 1, 4, 
2025/6/23, , , 8, 1, 5, 
2025/6/24, , , 3, 1, , 
2025/6/25, , , 2, 1, , 
2025/6/26, , , 1, , , 
2024/11/16, , , 3, 4, 7, 7
2024/11/17, , , 4, 7, 7, 8
2024/11/20, , , 4, 19, 7, 8
2024/11/21, , , 9, 8, 7, 8
2024/11/22, , , 11, 9, 7, 8
2024/11/23, , , 8, 11, 7, 9
2024/11/24, , , 6, 10, 7, 9
2024/11/25, , , 7, 8, 7, 9
2024/11/26, , , 9, 8, 7, 9
2024/11/27, , , 8, 8, 7, 9
2024/11/28, , , 11, 10, 7, 10
2024/11/29, , , 18, 14, 7, 10
2024/11/30, , , 19, 15, 7, 9
2024/12/1, , , 12, 12, 7, 9
2024/12/2, , , 11, 11, 7, 9
2024/12/3, , , 17, 9, 7, 9
2024/12/4, , , 11, 9, 7, 8
2024/12/5, , , 14, 10, 7, 9
2024/12/6, , , 10, 10, 7, 10
2024/12/7, , , 7, 7, 7, 11
2024/12/8, , , 8, 13, 7, 11
2024/12/9, , , 8, 12, 7, 11
2024/12/10, , , 5, 12, 7, 11
2024/12/11, , , 4, , 6, 7
2024/12/12, , , 5, 9, 7, 7
2024/12/13, , , 5, 8, , 7
2024/12/14, , , 6, 12, , 8
2024/12/15, , , 6, 14, , 8
2024/12/16, , , 3, 19, , 9
2024/8/18, , , 3, 1, 9, 3
2024/9/2, , , 2, 2, 8, 4
2024/9/3, , , 4, 1, 8, 4
2024/9/4, , , 3, 1, 8, 4
2024/9/5, , , 2, 1, 9, 4
2024/1/6, , , 15, 6, 6, 7
2023/12/9, , , 11, 2, 11, 5
2023/8/17, , , 8, 6, 10, 3
2023/8/18, , , 5, 9, 11, 3
2023/8/19, , , 5, 9, 11, 4
2023/8/20, , , 7, 7, 11, 3
2023/1/29, , , 30, 16, , 3
2023/1/30, , , 28, 15, , 2
2023/1/31, , , 20, 10, 2, 2
2023/2/1, , , 13, 17, 3, 2
2022/8/28, , , 9, 6, , 5
2022/8/29, , , 11, 5, , 1
2021/10/1, , , 1, 1, 2, 
2021/10/2, , , 1, 1, 2, 
2021/10/6, , , 1, 2, 4, 
2021/10/7, , , 1, 2, 4, 
2021/10/15, , , 40, 2, 4, 
2021/10/18, , , 1, 2, , 
2021/10/19, , , 1, 2, , 
2021/10/20, , , 1, 2, , 
2021/10/21, , , 1, 1, , 
2021/10/22, , , 2, 2, 13, 3
2021/10/23, , , 2, 7, 13, 3
2021/10/24, , , 2, 7, 13, 3
2021/10/25, , , 2, 8, 13, 3
2021/10/26, , , 2, 9, 13, 4
2021/10/27, , , 2, 9, 14, 4
2021/10/28, , , 2, 7, , 4
2021/10/29, , , 2, 8, , 4
2021/10/30, , , 2, 5, 14, 4
2021/10/31, , , 2, 4, 14, 4
2021/11/1, , , 2, 5, 14, 4
2021/9/30, , , 1, 1, 2, 
2025/8/19, , , , 1, , 
2025/4/7, , , , 5, , 
2025/6/18, , , , 5, 1, 
2021/10/3, , , , 1, , 
2021/10/4, , , , 2, 2, 
2021/10/5, , , , 2, 3, 
2021/10/8, , , , 2, 4, 
2021/10/9, , , , 2, 5, 
2021/10/10, , , , 1, , 
2021/10/11, , , , 1, , 
2021/10/12, , , , 2, , 
2021/10/13, , , , 3, , 
2021/10/14, , , , 2, , 
2021/10/16, , , , 1, 4, 
2021/10/17, , , , 2, 5, 
